restaurantID,name,location,reviewCount,rating,categories,address,Hours,GoodforKids,AcceptsCreditCards,Parking,Attire,GoodforGroups,PriceRange,TakesReservations,Delivery,Takeout,WaiterService,OutdoorSeating,WiFi,GoodFor,Alcohol,NoiseLevel,Ambience,HasTV,Caters,WheelchairAccessible,webSite,phoneNumber
21D0_8YEyT7I69iwY6XIlQ,M Burger,"100 W Randolph St, The Atrium Mall Neighborhood: b/t Michigan Ave & Beaubien Ct",102 reviews,3.0 star rating,"Burgers,Fast Food,Ice Cream & Frozen Yogurt","100 W Randolph St, The Atrium Mall","Mon 7:00 am 5:00 pm
Tue 7:00 am 5:00 pm
Wed 7:00 am 5:00 pm
Thu 7:00 am 5:00 pm
Fri 7:00 am 5:00 pm
Sat 
Sun 
",Yes,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,No,No,No,Lunch,No,Average,Casual,No,No,NULL,mburgerchicago.com,(312) 578-1478
L8WtXaZr2EBLUwIJ9zyqUQ,America’s Dog and Burger,"22 E Randolph St, Chicago, IL 60601 Neighborhood: b/t Wabash Ave & State St",196 reviews,3.5 star rating,"Hot Dogs,Salad,Burgers","22 E Randolph St, Chicago, IL 60601","Mon 10:00 am 8:00 pm
Tue 10:00 am 8:00 pm
Wed 10:00 am 8:00 pm
Thu 10:00 am 8:00 pm
Fri 10:00 am 8:00 pm
Sat 10:00 am 8:00 pm
Sun 10:00 am 6:00 pm
",Yes,Yes,NULL,Casual,Yes,Under $10,No,Yes,Yes,No,No,No,Lunch,No,Average,Casual,No,Yes,NULL,adbfresh.com,(312) 345-0100
7a9BG-eTJahBhyhqKqba5w,Vivere,"71 W Monroe St, Chicago, IL 60603 Neighborhood: b/t Wabash Ave & Michigan Ave",120 reviews,3.5 star rating,Italian,"71 W Monroe St, Chicago, IL 60603","Mon 11:30 am 8:30 pm
Tue 11:30 am 8:30 pm
Wed 11:30 am 8:30 pm
Thu 11:30 am 8:30 pm
Fri 5:00 pm 9:00 pm
Sat 4:45 pm 9:00 pm
Sun 
",No,Yes,Valet,Dressy,Yes,$31-60,Yes,No,No,NULL,No,Free,Dinner,Full Bar,Average,NULL,Yes,No,NULL,vivere-chicago.com,(312) 332-7005
wEJLvvg9s_nQwv86hm3sVQ,Seven Bar and Restaurant,"400 E Randolph St, Fl 7 Neighborhood: at Field Blvd",37 reviews,3.0 star rating,"American (Traditional),Pizza,Lounges","400 E Randolph St, Fl 7","Mon 3:00 pm 2:00 am
Tue 3:00 pm 2:00 am
Wed 3:00 pm 2:00 am
Thu 3:00 pm 2:00 am
Fri 3:00 pm 2:00 am
Sat 3:00 pm 2:00 am
Sun 3:00 pm 12:00 am
",Yes,Yes,"Street, Private Lot, Validated",Casual,Yes,$11-30,Yes,Yes,Yes,NULL,No,Free,Late Night,Full Bar,Average,NULL,Yes,Yes,NULL,sevenrestaurant.org,(312) 856-9526
bbJOsnKN0nNkYmnDHOdAwQ,Emerald Loop,"216 N Wabash Ave, Chicago, IL 60601 Neighborhood: b/t Haddock Pl & Lake St",400 reviews,3.5 star rating,"Restaurants,Irish Pub,Sports Bars","216 N Wabash Ave, Chicago, IL 60601","Mon 11:00 am 2:00 pm
Tue 11:00 am 2:00 pm
Wed 11:00 am 2:00 pm
Thu 11:00 am 2:00 pm
Fri 11:00 am 2:00 pm
Sat 9:00 am 3:00 am
Sun 9:00 am 1:00 am
",No,Yes,"Garage, Street",Casual,Yes,$11-30,Yes,Yes,Yes,NULL,Yes,Free,"Lunch, Dinner, Late Night",Full Bar,Average,Casual,Yes,Yes,NULL,emeraldloop.com,(312) 263-0200
TCnRHh40_HxhHj0Xz6XK9A,Pizzeria Due,"619 N Wabash Ave, Chicago, IL 60611 Neighborhood: b/t Ohio St & Ontario St",823 reviews,3.5 star rating,"Pizza,American (Traditional),American (New)","619 N Wabash Ave, Chicago, IL 60611","Mon 11:00 am 1:00 am
Tue 11:00 am 1:00 am
Wed 11:00 am 1:00 am
Thu 11:00 am 1:00 am
Fri 11:00 am 2:00 am
Sat 11:00 am 2:00 am
Sun 11:00 am 1:00 am
",Yes,Yes,"Street, Validated",Casual,Yes,$11-30,Yes,No,Yes,NULL,Yes,Free,"Lunch, Dinner",Full Bar,Average,Casual,Yes,Yes,NULL,762.unos.com/zgrid/proc/site/…,(312) 943-2400
YMSM63ZnGDW2hbb6rvr8kA,O’Briens Riverwalk Cafe,"45 E Riverwalk S, Chicago, IL 60601 Neighborhood: The Loop",151 reviews,2.0 star rating,"American (Traditional),Cafes","45 E Riverwalk S, Chicago, IL 60601","Mon 11:00 am 9:00 pm
Tue 11:00 am 9:00 pm
Wed 11:00 am 9:00 pm
Thu 11:00 am 9:00 pm
Fri 11:00 am 10:00 pm
Sat 9:00 am 10:00 pm
Sun 9:00 am 9:00 pm
",Yes,Yes,NULL,Casual,Yes,$11-30,No,No,No,NULL,Yes,No,Lunch,Full Bar,Average,Casual,No,No,NULL,NULL,(312) 346-3131
kbtisZOD6By-10jvCXgpoA,Corner Bakery Cafe,"360 N Michigan Ave, Chicago, IL 60601 Neighborhood: b/t Lower Wacker Dr & Wacker Dr",138 reviews,3.0 star rating,"Caterers,Breakfast & Brunch,Sandwiches","360 N Michigan Ave, Chicago, IL 60601","Mon 6:30 am 8:30 pm
Tue 6:30 am 8:30 pm
Wed 6:30 am 8:30 pm
Thu 6:30 am 8:30 pm
Fri 6:30 am 8:30 pm
Sat 6:30 am 8:30 pm
Sun 6:30 am 7:00 pm
",Yes,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,Yes,Yes,Free,"Breakfast, Lunch",No,Average,Casual,No,NULL,NULL,NULL,(312) 236-2400
C4vOSg6AWI5PpTlbYViSYg,Jason’s Deli,"195 N Dearborn St, Chicago, IL 60601 Neighborhood: b/t Lake St & Couch Pl",94 reviews,3.5 star rating,"Delis,Sandwiches,Salad","195 N Dearborn St, Chicago, IL 60601","Mon 10:00 am 8:00 pm
Tue 10:00 am 8:00 pm
Wed 10:00 am 8:00 pm
Thu 10:00 am 8:00 pm
Fri 10:00 am 8:00 pm
Sat 
Sun 
",Yes,Yes,Garage,Casual,Yes,Under $10,No,Yes,Yes,Yes,No,Free,Lunch,No,Average,Casual,No,Yes,NULL,jasonsdeli.com,(312) 750-1318
2G_LdsOLFtHhekimlOeRcw,Mezza Mediterranean Grill,"225 N Michigan Ave, Chicago, IL 60601 Neighborhood: b/t Wacker Pl & Lake St",64 reviews,3.5 star rating,Mediterranean,"225 N Michigan Ave, Chicago, IL 60601","Mon 11:00 am 3:00 pm
Tue 11:00 am 3:00 pm
Wed 11:00 am 3:00 pm
Thu 11:00 am 3:00 pm
Fri 11:00 am 3:00 pm
Sat 
Sun 
",Yes,Yes,Garage,Casual,Yes,Under $10,No,No,Yes,NULL,No,No,Lunch,No,Average,Casual,No,Yes,NULL,mezzagrill.com,(312) 729-2884
ltaJDoWtmmcBN2EHbch3oA,Pierrot Gourmet,"108 E Superior St, Peninsula Chicago Hotel Neighborhood: b/t Rush St & Michigan Ave",551 reviews,4.0 star rating,"Coffee & Tea,Desserts,Tapas/Small Plates","108 E Superior St, Peninsula Chicago Hotel","Mon 7:00 am 9:00 pm
Tue 7:00 am 9:00 pm
Wed 7:00 am 9:00 pm
Thu 7:00 am 9:00 pm
Fri 7:00 am 10:00 pm
Sat 7:00 am 10:00 pm
Sun 7:00 am 9:00 pm
",Yes,Yes,Street,Casual,Yes,$11-30,No,No,Yes,NULL,Yes,Free,"Breakfast, Brunch, Lunch, Dessert",Beer & Wine Only,Average,Classy,No,No,NULL,chicago.peninsula.com,(312) 573-6749
3yitAD03_jjcsKgX0ioZBQ,City Rock Korean Kitchen,"100 W Randolph St, Chicago, IL 60601 Neighborhood: b/t Michigan Ave & Beaubien Ct",1 review,4.0 star rating,NULL,"100 W Randolph St, Chicago, IL 60601","Mon 10:00 am 5:00 pm
Tue 10:00 am 5:00 pm
Wed 10:00 am 5:00 pm
Thu 10:00 am 5:00 pm
Fri 10:00 am 5:00 pm
Sat 
Sun 
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
aCFgGok-JMpCisy8vt0jbw,The Mid-America Club,"200 E Randolph St, Fl 80 Neighborhood: at Stetson Ave",67 reviews,3.5 star rating,"American (New),Venues & Event Spaces","200 E Randolph St, Fl 80","Mon 7:00 am 5:00 pm
Tue 7:00 am 9:00 pm
Wed 7:00 am 9:00 pm
Thu 7:00 am 9:00 pm
Fri 7:00 am 9:00 pm
Sat 5:00 pm 9:00 pm
Sun 
",No,Yes,Garage,Formal (Jacket Required),Yes,$31-60,Yes,No,No,NULL,No,Free,Dinner,Full Bar,Quiet,Classy,Yes,Yes,Yes,midamclub.com,(312) 861-1100
mieBLLemj2lEtXwchf9psw,West Egg Cafe,"620 N Fairbanks Ct, Chicago, IL 60611 Neighborhood: b/t Ohio St & Ontario St",700 reviews,3.5 star rating,"Sandwiches,Breakfast & Brunch","620 N Fairbanks Ct, Chicago, IL 60611","Mon 6:30 am 3:00 pm
Tue 6:30 am 3:00 pm
Wed 6:30 am 3:00 pm
Thu 6:30 am 3:00 pm
Fri 6:30 am 3:00 pm
Sat 7:00 am 3:00 pm
Sun 7:00 am 3:00 pm
",Yes,Yes,Street,Casual,Yes,$11-30,No,No,Yes,NULL,No,No,"Breakfast, Brunch",No,Average,Casual,No,No,NULL,NULL,(312) 280-8366
PpVx8ZmAPoG0xDlThWBD1A,McDonald’s,"203 N Lasalle St, Chicago, IL 60601 Neighborhood: The Loop",3 reviews,4.5 star rating,"Burgers,Coffee & Tea,Fast Food","203 N Lasalle St, Chicago, IL 60601","Mon 5:00 am 10:00 pm
Tue 5:00 am 10:00 pm
Wed 5:00 am 10:00 pm
Thu 5:00 am 10:00 pm
Fri 5:00 am 11:00 pm
Sat 6:00 am 8:00 pm
Sun 7:00 am 6:00 pm
",Yes,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,mcdonalds.com,(312) 332-0482
R9jRdYgRsS1oDQdP-DICxA,Panda Express,"180 N Wabash, Chicago, IL 60601 Neighborhood: The Loop",13 reviews,3.0 star rating,"Chinese,Fast Food,Bubble Tea","180 N Wabash, Chicago, IL 60601","Mon 10:30 am 10:00 pm
Tue 10:30 am 10:00 pm
Wed 10:30 am 10:00 pm
Thu 10:30 am 10:00 pm
Fri 10:30 am 10:00 pm
Sat 11:00 am 9:00 pm
Sun 11:00 am 8:00 pm
",Yes,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,No,No,Free,NULL,No,Quiet,NULL,Yes,Yes,NULL,pandaexpress.com,(312) 419-1543
XyMQC5C_EkXDX-2UJxMh5Q,Panda Express,"130 E Randolph, 130 E Randolph St Neighborhood: b/t Stetson Ave & Beaubien Ct",16 reviews,3.5 star rating,"Chinese,Fast Food","130 E Randolph, 130 E Randolph St","Mon 10:00 am 6:00 pm
Tue 10:00 am 6:00 pm
Wed 10:00 am 6:00 pm
Thu 10:00 am 6:00 pm
Fri 10:00 am 6:00 pm
Sat 
Sun 
",Yes,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,NULL,No,No,NULL,No,Average,NULL,No,Yes,NULL,pandaexpress.com,(312) 946-1670
WT00rayjoQYLHqEiG0xpMQ,Burrito Beach,"233 N Michigan Ave, Chicago, IL 60601 Neighborhood: b/t Wacker Pl & Lake St",47 reviews,3.0 star rating,"Fast Food,Mexican","233 N Michigan Ave, Chicago, IL 60601","Mon 7:00 am 3:30 pm
Tue 7:00 am 3:30 pm
Wed 7:00 am 3:30 pm
Thu 7:00 am 3:30 pm
Fri 7:00 am 3:30 pm
Sat 
Sun 
",Yes,Yes,Garage,Casual,No,Under $10,No,No,Yes,NULL,No,No,Lunch,No,Average,Casual,No,Yes,NULL,burritobeach.com,(312) 861-1986
d3vB9xT89ZVfSS6_n-8BWA,Tokyo Lunch Boxes & Catering,"37 N Wells St, Chicago, IL 60606 Neighborhood: The Loop",146 reviews,3.5 star rating,"Sushi Bars,Japanese","37 N Wells St, Chicago, IL 60606","Mon 7:00 am 5:00 pm
Tue 7:00 am 5:00 pm
Wed 7:00 am 5:00 pm
Thu 7:00 am 5:00 pm
Fri 7:00 am 5:00 pm
Sat 
Sun 
",No,Yes,Street,Casual,No,Under $10,No,No,Yes,NULL,No,No,Lunch,No,Average,Casual,No,Yes,NULL,NULL,(312) 551-0797
GJcVSVrqllB6EGOP2Q0y9A,Popeyes Louisiana Kitchen,"159 N Wabash Ave, Chicago, IL 60601 Neighborhood: The Loop",33 reviews,2.0 star rating,"Fast Food,Chicken Wings","159 N Wabash Ave, Chicago, IL 60601","Mon 10:00 am 8:00 pm
Tue 10:00 am 8:00 pm
Wed 10:00 am 8:00 pm
Thu 10:00 am 8:00 pm
Fri 10:00 am 8:00 pm
Sat 10:00 am 8:00 pm
Sun 10:00 am 8:00 pm
",Yes,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,NULL,No,No,NULL,No,Average,Casual,No,No,NULL,popeyes.com,(312) 807-3890
7FNu-uITDfg-IdCEfF239A,Just Salad,", Neighborhood: b/t Grand Ave & Illinois St",28 reviews,4.5 star rating,"Salad,Juice Bars & Smoothies,Wraps",",","Mon 10:30 am 7:00 pm
Tue 10:30 am 7:00 pm
Wed 10:30 am 7:00 pm
Thu 10:30 am 7:00 pm
Fri 10:30 am 7:00 pm
Sat 10:30 am 7:00 pm
Sun 10:30 am 5:00 pm
",Yes,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,No,No,No,NULL,No,NULL,NULL,No,NULL,NULL,justsalad.com/locations,(212) 244-1111
EXmkYu2dhGQjydFv23b-_A,Bottled Blonde Chicago,"504 N Wells St, Chicago, IL 60654 Neighborhood: River North, Near North Side",260 reviews,2.5 star rating,"Pizza,Beer Gardens,Cocktail Bars","504 N Wells St, Chicago, IL 60654","Mon 11:30 am 2:00 am
Tue 11:30 am 2:00 am
Wed 11:30 am 2:00 am
Thu 11:30 am 2:00 am
Fri 11:30 am 2:00 am
Sat 11:00 am 3:00 am
Sun 11:00 am 12:00 am
",No,Yes,Street,Casual,Yes,$11-30,Yes,No,No,NULL,NULL,NULL,Late Night,Full Bar,Loud,Casual,NULL,NULL,Yes,bottledblondechi.com,(312) 982-7640
VP2cA_5oLsuF56CkenjphA,Gold Coast Dogs,"159 N Wabash Ave, Chicago, IL 60601 Neighborhood: The Loop",122 reviews,2.5 star rating,"Hot Dogs,Burgers","159 N Wabash Ave, Chicago, IL 60601","Mon 9:00 am 9:00 pm
Tue 9:00 am 9:00 pm
Wed 9:00 am 9:00 pm
Thu 9:00 am 9:00 pm
Fri 9:00 am 9:00 pm
Sat 9:00 am 8:00 pm
Sun 9:00 am 6:30 pm
",Yes,Yes,Street,Casual,No,Under $10,No,No,Yes,NULL,No,No,Lunch,NULL,Average,Divey,No,No,NULL,goldcoastdogs.net,(312) 917-1677
zmbJlWwAn1B2nCKq16Q-1A,Taco Bell,"100 West Randolph St, Chicago, IL 60601 Neighborhood: b/t Michigan Ave & Beaubien Ct",10 reviews,3.0 star rating,"Fast Food,Tex-Mex,Mexican","100 West Randolph St, Chicago, IL 60601","Mon 6:30 am 5:30 pm
Tue 6:30 am 5:30 pm
Wed 6:30 am 5:30 pm
Thu 6:30 am 5:30 pm
Fri 6:30 am 5:30 pm
Sat 5:30 am 5:30 pm
Sun 5:30 am 5:30 pm
",Yes,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,No,No,No,Lunch,No,Average,NULL,No,No,NULL,tacobell.com,(312) 630-0342
MzjKf76J5G3nJaW1FG2DGg,McDonald’s,"233 N Michigan, Chicago, IL 60601 Neighborhood: b/t Wacker Pl & Lake St",15 reviews,2.5 star rating,"Burgers,Fast Food,Coffee & Tea","233 N Michigan, Chicago, IL 60601","Mon 6:00 am 7:00 pm
Tue 6:00 am 7:00 pm
Wed 6:00 am 7:00 pm
Thu 6:00 am 7:00 pm
Fri 6:00 am 7:00 pm
Sat 7:00 am 3:00 pm
Sun 
",Yes,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,No,No,Free,Breakfast,No,Loud,NULL,No,No,NULL,mcdonalds.com,(312) 540-0721
i1hvnxiwBa8hvG-tPH-FWQ,Tokyo Lunchbox,"111 E Wacker Dr, Chicago, IL 60601 Neighborhood: b/t Water St & Michigan Ave",29 reviews,3.5 star rating,Japanese,"111 E Wacker Dr, Chicago, IL 60601","Mon 7:00 am 4:00 pm
Tue 7:00 am 4:00 pm
Wed 7:00 am 4:00 pm
Thu 7:00 am 4:00 pm
Fri 
Sat 
Sun 
",Yes,Yes,NULL,Casual,No,$11-30,No,No,Yes,NULL,No,No,NULL,No,Average,Divey,No,Yes,NULL,tokyolunchboxncatering.com,(312) 938-4450
p9su7Q61mmgleauIr1kysw,Great Street,"1 West Wacker, Chicago, IL 60601 Neighborhood: at Wabash Ave",35 reviews,3.0 star rating,American (New),"1 West Wacker, Chicago, IL 60601","Mon 6:30 am 1:00 pm
Tue 6:30 am 1:00 pm
Wed 6:30 am 1:00 pm
Thu 6:30 am 1:00 pm
Fri 6:30 am 1:00 pm
Sat 7:00 am 1:00 pm
Sun 7:00 am 1:00 pm
",Yes,Yes,"Valet, Garage",Casual,Yes,$11-30,Yes,No,No,NULL,No,No,NULL,Full Bar,Average,Classy,No,No,NULL,marriott.com/hotel-restaurant…,(312) 795-3333
ayPQMVS3wOXBJecg7O7rAA,Maxwell’s at the Club,"500 N Kingsbury St, Chicago, IL 60654 Neighborhood: River North, Near North Side",31 reviews,4.0 star rating,American (New),"500 N Kingsbury St, Chicago, IL 60654","Mon 3:30 pm 9:30 pm
Tue 3:30 pm 9:30 pm
Wed 3:30 pm 9:30 pm
Thu 3:30 pm 9:30 pm
Fri 3:30 pm 9:30 pm
Sat 
Sun 
",Yes,Yes,Garage,Casual,Yes,$11-30,Yes,No,Yes,NULL,No,Free,NULL,Full Bar,Average,Classy,Yes,Yes,NULL,eastbankclub.com/dining/maxwe…,(312) 527-5800
uL3phb2bDosPvpUk_qbnOw,Bake For Me,"303 East Wacker Dr, Chicago, IL 60601 Neighborhood: b/t Columbus Dr & Field Blvd",4 reviews,4.0 star rating,"Cafes,Bakeries,Desserts","303 East Wacker Dr, Chicago, IL 60601","Mon 7:00 am 3:00 pm
Tue 7:00 am 3:00 pm
Wed 7:00 am 3:00 pm
Thu 7:00 am 3:00 pm
Fri 7:00 am 3:00 pm
Sat 
Sun 
",Yes,Yes,NULL,Casual,Yes,Under $10,No,Yes,Yes,NULL,No,Free,NULL,NULL,NULL,NULL,NULL,Yes,NULL,bakeforme.com,(312) 228-9676
j4Hfca8T_8YbrLIPL-2ylw,Market Thyme,"Aon Ctr, 200 E Randolph Neighborhood: The Loop",24 reviews,3.5 star rating,"American (New),Asian Fusion,Buffets","Aon Ctr, 200 E Randolph","Mon 7:00 am 3:00 pm
Tue 7:00 am 3:00 pm
Wed 7:00 am 3:00 pm 4:00 pm 8:00 pm
Thu 7:00 am 3:00 pm 4:00 pm 8:00 pm
Fri 7:00 am 3:00 pm 4:00 pm 8:00 pm
Sat 
Sun 
",Yes,Yes,NULL,Casual,Yes,$11-30,No,No,Yes,NULL,No,No,Lunch,Full Bar,Loud,Casual,Yes,Yes,NULL,marketthyme.com,(312) 228-4361
bUHP4CdMbiLho7-NLYh2ug,1901 At AceBounce,"230 N Clark St, Chicago, IL 60601 Neighborhood: b/t Haddock Pl & Wacker Dr",5 reviews,3.5 star rating,"American (New),Asian Fusion,Bars","230 N Clark St, Chicago, IL 60601","Mon 4:00 pm 12:00 am
Tue 4:00 pm 12:00 am
Wed 4:00 pm 12:00 am
Thu 4:00 pm 12:00 am
Fri 12:00 pm 1:00 am
Sat 12:00 pm 1:00 am
Sun 12:00 pm 9:00 pm
",Yes,Yes,"Valet, Garage, Street",Casual,Yes,$11-30,Yes,No,No,Yes,No,Free,NULL,Full Bar,NULL,NULL,Yes,No,Yes,acebounce.com/1901-restaurant,(773) 219-0901
pkc8oSE8lSEGFvXla1J_Vg,La Pizza & La Pasta,", Neighborhood: b/t Wabash Ave & Rush St",47 reviews,3.5 star rating,"Italian,Pizza",",",NULL,Yes,Yes,NULL,Casual,Yes,$11-30,Yes,No,Yes,Yes,No,No,"Lunch, Dinner",Beer & Wine Only,Very Loud,NULL,No,No,NULL,NULL,(312) 521-8700
AYDcHE3EgOmA1DR578CCwA,Bacci Pizzeria,"162 North Franklin St, Elmhurst Neighborhood: The Loop",38 reviews,2.5 star rating,Pizza,"162 North Franklin St, Elmhurst","Mon 9:00 am 3:00 pm
Tue 9:00 am 3:00 pm
Wed 9:00 am 3:00 pm
Thu 9:00 am 3:00 pm
Fri 9:00 am 3:00 pm
Sat 
Sun 
",Yes,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,No,No,No,Lunch,No,Average,Casual,Yes,NULL,No,baccipizza.com,(312) 578-1700
3EZJnLh_kOKvNCQg21I_4g,Caffecafe,"1 E Wacker Dr, Chicago, IL 60601 Neighborhood: at Wabash Ave",31 reviews,3.0 star rating,"Coffee & Tea,Bagels,Breakfast & Brunch","1 E Wacker Dr, Chicago, IL 60601","Mon 6:00 am 5:30 pm
Tue 6:00 am 5:30 pm
Wed 6:00 am 5:30 pm
Thu 6:00 am 5:30 pm
Fri 6:00 am 5:30 pm
Sat 
Sun 
",Yes,Yes,Street,Casual,Yes,Under $10,No,Yes,Yes,NULL,Yes,Free,NULL,No,Quiet,Casual,No,Yes,NULL,caffecafechicago.com,(312) 644-2233
RlbsLKwnnSbf5hwOGko3Rg,Cyrano’s Cafe On The River,"233 E Lower Wacker Dr, Chicago, IL 60601 Neighborhood: The Loop",93 reviews,2.5 star rating,"American (New),French,Wine Bars","233 E Lower Wacker Dr, Chicago, IL 60601","Mon 11:00 am 10:00 pm
Tue 11:00 am 10:00 pm
Wed 11:00 am 10:00 pm
Thu 11:00 am 10:00 pm
Fri 11:00 am 10:00 pm
Sat 11:00 am 10:00 pm
Sun 11:00 am 10:00 pm
",Yes,Yes,NULL,Casual,Yes,$11-30,No,No,No,NULL,Yes,No,NULL,Full Bar,Average,Casual,No,No,NULL,cyranoscafeontheriver.com,(312) 616-1400
kXBG_G7Zt_CXNG0043JuQw,Panda Express,"100 W Randolph C17, Chicago, IL 60601 Neighborhood: The Loop",16 reviews,3.0 star rating,"Chinese,Fast Food","100 W Randolph C17, Chicago, IL 60601","Mon 10:00 am 5:30 pm
Tue 10:00 am 5:30 pm
Wed 10:00 am 5:30 pm
Thu 10:00 am 5:30 pm
Fri 10:00 am 5:30 pm
Sat 
Sun 
",Yes,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,NULL,No,No,Lunch,No,Average,NULL,No,No,NULL,pandaexpress.com,(312) 201-8790
S7p_Q0gcyTp3IPKJX8H9fw,Jaffa Bagels,"225 N Michigan Ave, Chicago, IL 60601 Neighborhood: b/t Wacker Pl & Lake St",129 reviews,3.5 star rating,"Bagels,Juice Bars & Smoothies,Falafel","225 N Michigan Ave, Chicago, IL 60601","Mon 6:30 am 3:00 pm
Tue 6:30 am 3:00 pm
Wed 6:30 am 3:00 pm
Thu 6:30 am 3:00 pm
Fri 6:30 am 3:00 pm
Sat 
Sun 
",Yes,Yes,Garage,Casual,Yes,Under $10,No,Yes,NULL,NULL,NULL,No,NULL,NULL,Average,NULL,NULL,NULL,NULL,jaffabagelchicago.com,(312) 565-1267
i_8xMxH_Ftp4E197CxUUfQ,Au Bon Pain,"200 E Randolph St, Chicago, IL 60601 Neighborhood: at Stetson Ave",59 reviews,3.0 star rating,"Sandwiches,Bakeries","200 E Randolph St, Chicago, IL 60601","Mon 6:00 am 6:00 pm
Tue 6:00 am 6:00 pm
Wed 6:00 am 6:00 pm
Thu 6:00 am 6:00 pm
Fri 6:00 am 6:00 pm
Sat 
Sun 
",Yes,Yes,Street,Casual,Yes,Under $10,No,No,Yes,NULL,No,Free,NULL,No,Average,Casual,No,Yes,NULL,aubonpain.com,(312) 616-9249
S5Bk20D67MWN1oiotHWcSg,Halsted Street Deli,"233 N Michigan Ave, Chicago, IL 60601 Neighborhood: b/t Lake St & Wacker Pl",54 reviews,3.0 star rating,Delis,"233 N Michigan Ave, Chicago, IL 60601","Mon 6:30 am 4:00 pm
Tue 6:30 am 4:00 pm
Wed 6:30 am 4:00 pm
Thu 6:30 am 4:00 pm
Fri 6:30 am 4:00 pm
Sat 
Sun 
",Yes,Yes,NULL,Casual,Yes,Under $10,No,No,Yes,NULL,No,No,Lunch,No,Average,NULL,Yes,Yes,NULL,halstedstreetdeli.com,(312) 819-0900
